,img_id,filename,attributes,category,partition
356,356,img/Shirred_Floral-Embroidered_Blouse/img_00000081.jpg,384,2,train
357,357,img/Shirred_Floral-Embroidered_Blouse/img_00000082.jpg,839,2,train
358,358,img/Shirred_Floral-Embroidered_Blouse/img_00000083.jpg,213,2,train
359,359,img/Shirred_Floral-Embroidered_Blouse/img_00000084.jpg,159,2,validate
360,360,img/Shirred_Floral-Embroidered_Blouse/img_00000085.jpg,717,2,train
361,361,img/Shirred_Floral-Embroidered_Blouse/img_00000087.jpg,689,2,train
362,362,img/Shirred_Floral-Embroidered_Blouse/img_00000088.jpg,838,2,train
363,363,img/Shirred_Floral-Embroidered_Blouse/img_00000089.jpg,1005,2,train
364,364,img/Shirred_Floral-Embroidered_Blouse/img_00000090.jpg,802,2,train
365,365,img/Shirred_Floral-Embroidered_Blouse/img_00000091.jpg,514,2,train
366,366,img/Shirred_Floral-Embroidered_Blouse/img_00000092.jpg,1004,2,train
367,367,img/Shirred_Floral-Embroidered_Blouse/img_00000093.jpg,838,2,train
368,368,img/Shirred_Floral-Embroidered_Blouse/img_00000094.jpg,969,2,train
369,369,img/Shirred_Floral-Embroidered_Blouse/img_00000095.jpg,67,2,validate
370,370,img/Shirred_Floral-Embroidered_Blouse/img_00000096.jpg,838,2,train
371,371,img/Shirred_Floral-Embroidered_Blouse/img_00000097.jpg,531,2,train
372,372,img/Shirred_Floral-Embroidered_Blouse/img_00000098.jpg,530,2,validate
373,373,img/Shirred_Floral-Embroidered_Blouse/img_00000099.jpg,971,2,validate
374,374,img/Shirred_Floral-Embroidered_Blouse/img_00000100.jpg,719,2,train
375,375,img/Shirred_Floral-Embroidered_Blouse/img_00000101.jpg,838,2,test
376,376,img/Shirred_Floral-Embroidered_Blouse/img_00000102.jpg,327,2,train
377,377,img/Shirred_Floral-Embroidered_Blouse/img_00000103.jpg,160,2,train
378,378,img/Shirred_Floral-Embroidered_Blouse/img_00000104.jpg,855,2,train
379,379,img/Shirred_Floral-Embroidered_Blouse/img_00000105.jpg,838,2,train
380,380,img/Shirred_Floral-Embroidered_Blouse/img_00000106.jpg,979,2,train
381,381,img/Shirred_Floral-Embroidered_Blouse/img_00000107.jpg,885,2,test
382,382,img/Shirred_Floral-Embroidered_Blouse/img_00000108.jpg,159,2,train
383,383,img/Shirred_Floral-Embroidered_Blouse/img_00000109.jpg,973,2,test
384,384,img/Shirred_Floral-Embroidered_Blouse/img_00000110.jpg,838,2,train
385,385,img/Shirred_Floral-Embroidered_Blouse/img_00000111.jpg,221,2,train
386,386,img/Shirred_Floral-Embroidered_Blouse/img_00000112.jpg,972,2,validate
387,387,img/Shirred_Floral-Embroidered_Blouse/img_00000113.jpg,477,2,train
388,388,img/Shirred_Floral-Embroidered_Blouse/img_00000114.jpg,971,2,train
389,389,img/Shirred_Floral-Embroidered_Blouse/img_00000115.jpg,747,2,train
390,390,img/Shirred_Floral-Embroidered_Blouse/img_00000116.jpg,229,2,train
391,391,img/Shirred_Floral-Embroidered_Blouse/img_00000117.jpg,853,2,train
392,392,img/Shirred_Floral-Embroidered_Blouse/img_00000118.jpg,838,2,train
393,393,img/Shirred_Floral-Embroidered_Blouse/img_00000119.jpg,995,2,train
394,394,img/Shirred_Floral-Embroidered_Blouse/img_00000120.jpg,327,2,train
395,395,img/Shirred_Floral-Embroidered_Blouse/img_00000121.jpg,734,2,validate
396,396,img/Shirred_Floral-Embroidered_Blouse/img_00000122.jpg,859,2,train
397,397,img/Shirred_Floral-Embroidered_Blouse/img_00000123.jpg,838,2,train
398,398,img/Shirred_Floral-Embroidered_Blouse/img_00000124.jpg,875,2,train
399,399,img/Shirred_Floral-Embroidered_Blouse/img_00000125.jpg,736,2,train
400,400,img/Shirred_Floral-Embroidered_Blouse/img_00000126.jpg,339,2,train
401,401,img/Shirred_Floral-Embroidered_Blouse/img_00000127.jpg,300,2,train
402,402,img/Shirred_Floral-Embroidered_Blouse/img_00000128.jpg,838,2,train
403,403,img/Shirred_Floral-Embroidered_Blouse/img_00000129.jpg,532,2,train
404,404,img/Shirred_Floral-Embroidered_Blouse/img_00000130.jpg,937,2,train
405,405,img/Shirred_Floral-Embroidered_Blouse/img_00000131.jpg,327,2,test
406,406,img/Shirred_Floral-Embroidered_Blouse/img_00000132.jpg,862,2,test
407,407,img/Shirred_Floral-Embroidered_Blouse/img_00000133.jpg,665,2,train
408,408,img/Shirred_Floral-Embroidered_Blouse/img_00000134.jpg,533,2,train
409,409,img/Shirred_Floral-Embroidered_Blouse/img_00000135.jpg,159,2,train
410,410,img/Shirred_Floral-Embroidered_Blouse/img_00000136.jpg,859,2,train
411,411,img/Shirred_Floral-Embroidered_Blouse/img_00000137.jpg,855,2,validate
412,412,img/Shirred_Floral-Embroidered_Blouse/img_00000138.jpg,842,2,train
413,413,img/Shirred_Floral-Embroidered_Blouse/img_00000139.jpg,839,2,train
414,414,img/Shirred_Floral-Embroidered_Blouse/img_00000140.jpg,961,2,train
415,415,img/Shirred_Floral-Embroidered_Blouse/img_00000141.jpg,384,2,train
416,416,img/Shirred_Lace-Paneled_Blouse/img_00000001.jpg,845,2,train
417,417,img/Shirred_Lace-Paneled_Blouse/img_00000002.jpg,311,2,train
418,418,img/Shirred_Lace-Paneled_Blouse/img_00000003.jpg,333,2,train
419,419,img/Shirred_Lace-Paneled_Blouse/img_00000004.jpg,722,2,train
420,420,img/Shirred_Lace-Paneled_Blouse/img_00000005.jpg,165,2,train
421,421,img/Shirred_Lace-Paneled_Blouse/img_00000006.jpg,909,2,train
422,422,img/Shirred_Lace-Paneled_Blouse/img_00000007.jpg,844,2,validate
423,423,img/Shirred_Lace-Paneled_Blouse/img_00000008.jpg,536,2,train
424,424,img/Shirred_Lace-Paneled_Blouse/img_00000009.jpg,330,2,test
425,425,img/Shirred_Lace-Paneled_Blouse/img_00000010.jpg,393,2,train
426,426,img/Shirred_Lace-Paneled_Blouse/img_00000011.jpg,299,2,train
427,427,img/Shirred_Lace-Paneled_Blouse/img_00000012.jpg,723,2,train
428,428,img/Shirred_Lace-Paneled_Blouse/img_00000013.jpg,862,2,train
429,429,img/Shirred_Lace-Paneled_Blouse/img_00000014.jpg,981,2,train
430,430,img/Shirred_Lace-Paneled_Blouse/img_00000015.jpg,784,2,train
431,431,img/Shirred_Lace-Paneled_Blouse/img_00000017.jpg,536,2,train
432,432,img/Shirred_Lace-Paneled_Blouse/img_00000018.jpg,729,2,test
433,433,img/Shirred_Lace-Paneled_Blouse/img_00000019.jpg,955,2,train
434,434,img/Shirred_Lace-Paneled_Blouse/img_00000020.jpg,827,2,test
435,435,img/Shirred_Lace-Paneled_Blouse/img_00000021.jpg,501,2,train
436,436,img/Shirred_Lace-Paneled_Blouse/img_00000022.jpg,823,2,train
437,437,img/Shirred_Lace-Paneled_Blouse/img_00000023.jpg,836,2,validate
438,438,img/Shirred_Lace-Paneled_Blouse/img_00000024.jpg,555,2,train
439,439,img/Shirred_Lace-Paneled_Blouse/img_00000025.jpg,869,2,train
440,440,img/Shirred_Lace-Paneled_Blouse/img_00000026.jpg,821,2,train
441,441,img/Shirred_Lace-Paneled_Blouse/img_00000027.jpg,556,2,train
442,442,img/Shirred_Lace-Paneled_Blouse/img_00000028.jpg,715,2,train
443,443,img/Shirred_Lace-Paneled_Blouse/img_00000029.jpg,845,2,validate
444,444,img/Shirred_Lace-Paneled_Blouse/img_00000030.jpg,722,2,test
445,445,img/Shirred_Lace-Paneled_Blouse/img_00000031.jpg,558,2,train
446,446,img/Shirred_Lace-Paneled_Blouse/img_00000032.jpg,825,2,train
447,447,img/Shirred_Lace-Paneled_Blouse/img_00000033.jpg,536,2,train
448,448,img/Shirred_Lace-Paneled_Blouse/img_00000034.jpg,547,2,train
449,449,img/Shirred_Lace-Paneled_Blouse/img_00000035.jpg,536,2,train
450,450,img/Shirred_Lace-Paneled_Blouse/img_00000036.jpg,112,2,train
451,451,img/Shirred_Lace-Paneled_Blouse/img_00000037.jpg,502,2,train
452,452,img/Shirred_Lace-Paneled_Blouse/img_00000038.jpg,911,2,train
453,453,img/Shirred_Lace-Paneled_Blouse/img_00000039.jpg,536,2,validate
454,454,img/Shirred_Lace-Paneled_Blouse/img_00000040.jpg,219,2,train
455,455,img/Shirred_Lace-Paneled_Blouse/img_00000041.jpg,544,2,validate
456,456,img/Shirred_Lace-Paneled_Blouse/img_00000042.jpg,135,2,train
457,457,img/Shirred_Lace-Paneled_Blouse/img_00000043.jpg,1011,2,train
458,458,img/Shirred_Lace-Paneled_Blouse/img_00000044.jpg,850,2,test
459,459,img/Shirred_Lace-Paneled_Blouse/img_00000045.jpg,744,2,train
460,460,img/Shirred_Lace-Paneled_Blouse/img_00000047.jpg,660,2,train
461,461,img/Shirred_Lace-Paneled_Blouse/img_00000048.jpg,557,2,train
462,462,img/Shirred_Lace-Paneled_Blouse/img_00000049.jpg,226,2,train
463,463,img/Shirred_Lace-Paneled_Blouse/img_00000050.jpg,544,2,train
464,464,img/Shirred_Lace-Paneled_Blouse/img_00000051.jpg,135,2,train
465,465,img/Shirred_Lace-Paneled_Blouse/img_00000052.jpg,144,2,train
466,466,img/Shirred_Lace-Paneled_Blouse/img_00000053.jpg,848,2,train
467,467,img/Shirred_Lace-Paneled_Blouse/img_00000054.jpg,844,2,test
468,468,img/Shirred_Lace-Paneled_Blouse/img_00000056.jpg,536,2,train
469,469,img/Shirred_Lace-Paneled_Blouse/img_00000057.jpg,64,2,train
470,470,img/Shirred_Lace-Paneled_Blouse/img_00000058.jpg,623,2,train
471,471,img/Shirred_Lace-Paneled_Blouse/img_00000059.jpg,116,2,train
472,472,img/Shirred_Lace-Paneled_Blouse/img_00000060.jpg,846,2,train
473,473,img/Shirred_Lace-Paneled_Blouse/img_00000061.jpg,556,2,train
474,474,img/Shirred_Lace-Paneled_Blouse/img_00000062.jpg,849,2,train
475,475,img/Shirred_Lace-Paneled_Blouse/img_00000063.jpg,506,2,train
476,476,img/Shirred_Lace-Paneled_Blouse/img_00000064.jpg,389,2,train
477,477,img/Shirred_Lace-Paneled_Blouse/img_00000065.jpg,556,2,train
478,478,img/Shirred_Lace-Paneled_Blouse/img_00000066.jpg,586,2,test
479,479,img/Shirred_Lace-Paneled_Blouse/img_00000067.jpg,886,2,train
480,480,img/Shirred_Lace-Paneled_Blouse/img_00000068.jpg,536,2,train
481,481,img/Shirred_Lace-Paneled_Blouse/img_00000069.jpg,948,2,validate
482,482,img/Shirred_Lace-Paneled_Blouse/img_00000070.jpg,557,2,train
483,483,img/Shirred_Lace-Paneled_Blouse/img_00000071.jpg,537,2,validate
484,484,img/Shirred_Lace-Paneled_Blouse/img_00000072.jpg,976,2,train
485,485,img/Shirred_Lace-Paneled_Blouse/img_00000073.jpg,539,2,train
486,486,img/Shirred_Lace-Paneled_Blouse/img_00000074.jpg,825,2,train
487,487,img/Shirred_Lace-Paneled_Blouse/img_00000075.jpg,65,2,train
488,488,img/Shirred_Lace-Paneled_Blouse/img_00000076.jpg,555,2,train
489,489,img/Shirred_Lace-Paneled_Blouse/img_00000077.jpg,456,2,train
490,490,img/Shirred_Lace-Paneled_Blouse/img_00000078.jpg,555,2,train
491,491,img/Shirred_Lace-Paneled_Blouse/img_00000080.jpg,456,2,train
492,492,img/Shirred_Lace-Paneled_Blouse/img_00000081.jpg,630,2,train
493,493,img/Shirred_Lace-Paneled_Blouse/img_00000082.jpg,558,2,train
494,494,img/Shirred_Lace-Paneled_Blouse/img_00000083.jpg,844,2,validate
495,495,img/Shirred_Lace-Paneled_Blouse/img_00000084.jpg,721,2,train
496,496,img/Shirred_Lace-Paneled_Blouse/img_00000085.jpg,555,2,test
497,497,img/Shirred_Lace-Paneled_Blouse/img_00000086.jpg,829,2,validate
498,498,img/Shirred_Lace-Paneled_Blouse/img_00000087.jpg,307,2,train
499,499,img/Shirred_Lace-Paneled_Blouse/img_00000088.jpg,834,2,test
500,500,img/Shirred_Lace-Paneled_Blouse/img_00000089.jpg,250,2,train
501,501,img/Shirred_Lace-Paneled_Blouse/img_00000090.jpg,555,2,train
502,502,img/Shirred_Lace-Paneled_Blouse/img_00000091.jpg,601,2,train
503,503,img/Shirred_Lace-Paneled_Blouse/img_00000092.jpg,452,2,train
504,504,img/Shirred_Lace-Paneled_Blouse/img_00000093.jpg,204,2,train
505,505,img/Shirred_Lace-Paneled_Blouse/img_00000094.jpg,548,2,train
506,506,img/Shirred_Lace-Paneled_Blouse/img_00000095.jpg,536,2,train
507,507,img/Shirred_Lace-Paneled_Blouse/img_00000096.jpg,116,2,train
508,508,img/Shirred_Lace-Paneled_Blouse/img_00000097.jpg,558,2,train
509,509,img/Shirred_Lace-Paneled_Blouse/img_00000098.jpg,592,2,train
510,510,img/Shirred_Lace-Paneled_Blouse/img_00000099.jpg,598,2,train
511,511,img/Shirred_Lace-Paneled_Blouse/img_00000100.jpg,849,2,train
512,512,img/Shirred_Lace-Paneled_Blouse/img_00000101.jpg,243,2,train
513,513,img/Shirred_Lace-Paneled_Blouse/img_00000102.jpg,851,2,train
514,514,img/Shirred_Lace-Paneled_Blouse/img_00000103.jpg,64,2,validate
515,515,img/Shirred_Lace-Paneled_Blouse/img_00000105.jpg,106,2,train
516,516,img/Side-Slit_Collared_Blouse/img_00000001.jpg,866,2,validate
517,517,img/Side-Slit_Collared_Blouse/img_00000002.jpg,208,2,train
518,518,img/Side-Slit_Collared_Blouse/img_00000003.jpg,970,2,train
519,519,img/Side-Slit_Collared_Blouse/img_00000004.jpg,392,2,train
520,520,img/Side-Slit_Collared_Blouse/img_00000005.jpg,591,2,validate
521,521,img/Side-Slit_Collared_Blouse/img_00000006.jpg,221,2,train
522,522,img/Side-Slit_Collared_Blouse/img_00000007.jpg,592,2,validate
523,523,img/Side-Slit_Collared_Blouse/img_00000008.jpg,348,2,train
524,524,img/Side-Slit_Collared_Blouse/img_00000009.jpg,871,2,validate
525,525,img/Side-Slit_Collared_Blouse/img_00000010.jpg,569,2,train
526,526,img/Side-Slit_Collared_Blouse/img_00000011.jpg,206,2,train
527,527,img/Side-Slit_Collared_Blouse/img_00000012.jpg,980,2,validate
528,528,img/Side-Slit_Collared_Blouse/img_00000013.jpg,128,2,train
529,529,img/Side-Slit_Collared_Blouse/img_00000014.jpg,206,2,train
530,530,img/Side-Slit_Collared_Blouse/img_00000015.jpg,887,2,test
531,531,img/Side-Slit_Collared_Blouse/img_00000016.jpg,249,2,train
532,532,img/Side-Slit_Collared_Blouse/img_00000017.jpg,223,2,train
533,533,img/Side-Slit_Collared_Blouse/img_00000018.jpg,176,2,train
534,534,img/Side-Slit_Collared_Blouse/img_00000019.jpg,390,2,train
535,535,img/Side-Slit_Collared_Blouse/img_00000020.jpg,210,2,train
536,536,img/Side-Slit_Collared_Blouse/img_00000021.jpg,746,2,train
537,537,img/Side-Slit_Collared_Blouse/img_00000022.jpg,730,2,train
538,538,img/Side-Slit_Collared_Blouse/img_00000023.jpg,875,2,train
539,539,img/Side-Slit_Collared_Blouse/img_00000024.jpg,854,2,train
540,540,img/Side-Slit_Collared_Blouse/img_00000025.jpg,206,2,train
541,541,img/Side-Slit_Collared_Blouse/img_00000026.jpg,206,2,train
542,542,img/Side-Slit_Collared_Blouse/img_00000027.jpg,866,2,train
543,543,img/Side-Slit_Collared_Blouse/img_00000028.jpg,857,2,train
544,544,img/Side-Slit_Collared_Blouse/img_00000029.jpg,869,2,train
545,545,img/Side-Slit_Collared_Blouse/img_00000030.jpg,520,2,test
546,546,img/Side-Slit_Collared_Blouse/img_00000031.jpg,602,2,train
547,547,img/Side-Slit_Collared_Blouse/img_00000032.jpg,208,2,validate
548,548,img/Side-Slit_Collared_Blouse/img_00000033.jpg,253,2,train
549,549,img/Side-Slit_Collared_Blouse/img_00000034.jpg,221,2,train
550,550,img/Side-Slit_Collared_Blouse/img_00000035.jpg,206,2,train
551,551,img/Side-Slit_Collared_Blouse/img_00000036.jpg,1026,2,train
552,552,img/Side-Slit_Collared_Blouse/img_00000037.jpg,864,2,train
553,553,img/Side-Slit_Collared_Blouse/img_00000038.jpg,106,2,train
554,554,img/Side-Slit_Collared_Blouse/img_00000039.jpg,206,2,validate
555,555,img/Side-Slit_Collared_Blouse/img_00000040.jpg,868,2,train
556,556,img/Side-Slit_Collared_Blouse/img_00000041.jpg,854,2,train
557,557,img/Side-Slit_Collared_Blouse/img_00000042.jpg,97,2,train
558,558,img/Side-Slit_Collared_Blouse/img_00000043.jpg,50,2,validate
559,559,img/Side-Slit_Collared_Blouse/img_00000044.jpg,868,2,test
560,560,img/Side-Slit_Collared_Blouse/img_00000045.jpg,890,2,train
561,561,img/Side-Slit_Collared_Blouse/img_00000047.jpg,857,2,train
562,562,img/Side-Slit_Collared_Blouse/img_00000048.jpg,864,2,test
563,563,img/Side-Slit_Collared_Blouse/img_00000049.jpg,854,2,train
564,564,img/Side-Slit_Collared_Blouse/img_00000050.jpg,206,2,validate
565,565,img/Side-Slit_Collared_Blouse/img_00000051.jpg,865,2,train
566,566,img/Side-Slit_Collared_Blouse/img_00000052.jpg,221,2,train
567,567,img/Side-Slit_Collared_Blouse/img_00000053.jpg,890,2,train
568,568,img/Side-Slit_Collared_Blouse/img_00000054.jpg,892,2,train
569,569,img/Side-Slit_Collared_Blouse/img_00000055.jpg,752,2,validate
570,570,img/Side-Slit_Collared_Blouse/img_00000056.jpg,890,2,test
571,571,img/Side-Slit_Collared_Blouse/img_00000057.jpg,593,2,train
572,572,img/Side-Slit_Collared_Blouse/img_00000058.jpg,646,2,train
573,573,img/Side-Slit_Collared_Blouse/img_00000059.jpg,270,2,test
574,574,img/Side-Slit_Collared_Blouse/img_00000060.jpg,747,2,train
575,575,img/Side-Slit_Collared_Blouse/img_00000061.jpg,137,2,train
576,576,img/Side-Slit_Collared_Blouse/img_00000062.jpg,869,2,validate
577,577,img/Side-Slit_Collared_Blouse/img_00000063.jpg,210,2,train
578,578,img/Side-Slit_Collared_Blouse/img_00000064.jpg,723,2,train
579,579,img/Side-Slit_Collared_Blouse/img_00000065.jpg,72,2,train
580,580,img/Side-Slit_Collared_Blouse/img_00000066.jpg,350,2,train
581,581,img/Side-Slit_Collared_Blouse/img_00000067.jpg,601,2,train
582,582,img/Side-Slit_Collared_Blouse/img_00000068.jpg,233,2,train
583,583,img/Side-Slit_Collared_Blouse/img_00000069.jpg,867,2,test
584,584,img/Side-Slit_Collared_Blouse/img_00000070.jpg,855,2,train
585,585,img/Side-Slit_Collared_Blouse/img_00000071.jpg,848,2,validate
586,586,img/Side-Slit_Collared_Blouse/img_00000072.jpg,852,2,train
587,587,img/Side-Slit_Collared_Blouse/img_00000073.jpg,595,2,train
588,588,img/Side-Slit_Collared_Blouse/img_00000074.jpg,774,2,train
589,589,img/Side-Slit_Collared_Blouse/img_00000075.jpg,852,2,train
590,590,img/Side-Slit_Collared_Blouse/img_00000076.jpg,279,2,test
591,591,img/Side-Slit_Collared_Blouse/img_00000077.jpg,853,2,train
592,592,img/Side-Slit_Collared_Blouse/img_00000078.jpg,963,2,train
593,593,img/Side-Slit_Collared_Blouse/img_00000079.jpg,615,2,validate
594,594,img/Side-Slit_Collared_Blouse/img_00000080.jpg,205,2,train
595,595,img/Side-Slit_Collared_Blouse/img_00000081.jpg,279,2,test
596,596,img/Side-Slit_Collared_Blouse/img_00000082.jpg,596,2,validate
597,597,img/Side-Slit_Collared_Blouse/img_00000083.jpg,206,2,train
598,598,img/Side-Slit_Collared_Blouse/img_00000084.jpg,844,2,validate
599,599,img/Side-Slit_Collared_Blouse/img_00000085.jpg,599,2,train
600,600,img/Side-Slit_Collared_Blouse/img_00000086.jpg,50,2,train
601,601,img/Side-Slit_Collared_Blouse/img_00000087.jpg,208,2,train
602,602,img/Side-Slit_Collared_Blouse/img_00000088.jpg,863,2,train
603,603,img/Side-Slit_Collared_Blouse/img_00000089.jpg,852,2,train
604,604,img/Side-Slit_Collared_Blouse/img_00000090.jpg,757,2,train
605,605,img/Side-Slit_Collared_Blouse/img_00000091.jpg,138,2,train
606,606,img/Side-Slit_Collared_Blouse/img_00000092.jpg,591,2,train
607,607,img/Side-Slit_Collared_Blouse/img_00000093.jpg,206,2,validate
608,608,img/Side-Slit_Collared_Blouse/img_00000094.jpg,221,2,train
609,609,img/Side-Slit_Collared_Blouse/img_00000095.jpg,864,2,train
610,610,img/Side-Slit_Collared_Blouse/img_00000096.jpg,206,2,train
611,611,img/Side-Slit_Collared_Blouse/img_00000097.jpg,167,2,test
612,612,img/Side-Slit_Collared_Blouse/img_00000098.jpg,863,2,train
613,613,img/Side-Slit_Collared_Blouse/img_00000099.jpg,251,2,train
614,614,img/Side-Slit_Collared_Blouse/img_00000100.jpg,853,2,validate
615,615,img/Side-Slit_Collared_Blouse/img_00000101.jpg,850,2,train
616,616,img/Side-Slit_Collared_Blouse/img_00000102.jpg,207,2,validate
617,617,img/Side-Slit_Collared_Blouse/img_00000103.jpg,971,2,train
618,618,img/Side-Slit_Collared_Blouse/img_00000104.jpg,923,2,train
619,619,img/Side-Slit_Collared_Blouse/img_00000105.jpg,867,2,train
620,620,img/Side-Slit_Collared_Blouse/img_00000106.jpg,378,2,validate
621,621,img/Side-Slit_Collared_Blouse/img_00000107.jpg,852,2,train
622,622,img/Side-Slit_Collared_Blouse/img_00000108.jpg,216,2,train
623,623,img/Side-Slit_Collared_Blouse/img_00000109.jpg,852,2,validate
624,624,img/Side-Slit_Striped_Blouse/img_00000001.jpg,911,2,validate
625,625,img/Side-Slit_Striped_Blouse/img_00000002.jpg,868,2,validate
626,626,img/Side-Slit_Striped_Blouse/img_00000003.jpg,252,2,train
627,627,img/Side-Slit_Striped_Blouse/img_00000004.jpg,868,2,train
628,628,img/Side-Slit_Striped_Blouse/img_00000005.jpg,147,2,validate
629,629,img/Side-Slit_Striped_Blouse/img_00000006.jpg,911,2,train
630,630,img/Side-Slit_Striped_Blouse/img_00000007.jpg,910,2,train
631,631,img/Side-Slit_Striped_Blouse/img_00000008.jpg,869,2,train
632,632,img/Side-Slit_Striped_Blouse/img_00000009.jpg,598,2,train
633,633,img/Side-Slit_Striped_Blouse/img_00000010.jpg,253,2,validate
634,634,img/Side-Slit_Striped_Blouse/img_00000011.jpg,910,2,validate
635,635,img/Side-Slit_Striped_Blouse/img_00000012.jpg,597,2,train
636,636,img/Side-Slit_Striped_Blouse/img_00000013.jpg,636,2,train
637,637,img/Side-Slit_Striped_Blouse/img_00000014.jpg,855,2,train
638,638,img/Side-Slit_Striped_Blouse/img_00000015.jpg,971,2,test
639,639,img/Side-Slit_Striped_Blouse/img_00000016.jpg,890,2,train
640,640,img/Side-Slit_Striped_Blouse/img_00000017.jpg,854,2,train
641,641,img/Side-Slit_Striped_Blouse/img_00000018.jpg,868,2,train
642,642,img/Side-Slit_Striped_Blouse/img_00000019.jpg,668,2,train
643,643,img/Side-Slit_Striped_Blouse/img_00000020.jpg,849,2,train
644,644,img/Side-Slit_Striped_Blouse/img_00000021.jpg,914,2,train
645,645,img/Side-Slit_Striped_Blouse/img_00000022.jpg,280,2,train
646,646,img/Side-Slit_Striped_Blouse/img_00000023.jpg,913,2,train
647,647,img/Side-Slit_Striped_Blouse/img_00000024.jpg,870,2,train
648,648,img/Side-Slit_Striped_Blouse/img_00000025.jpg,727,2,train
649,649,img/Side-Slit_Striped_Blouse/img_00000026.jpg,215,2,train
650,650,img/Side-Slit_Striped_Blouse/img_00000027.jpg,927,2,train
651,651,img/Side-Slit_Striped_Blouse/img_00000028.jpg,893,2,train
652,652,img/Side-Slit_Striped_Blouse/img_00000029.jpg,126,2,train
653,653,img/Side-Slit_Striped_Blouse/img_00000030.jpg,870,2,train
654,654,img/Side-Slit_Striped_Blouse/img_00000031.jpg,491,2,train
655,655,img/Side-Slit_Striped_Blouse/img_00000032.jpg,571,2,train
656,656,img/Side-Slit_Striped_Blouse/img_00000033.jpg,1021,2,train
657,657,img/Side-Slit_Striped_Blouse/img_00000035.jpg,911,2,train
658,658,img/Side-Slit_Striped_Blouse/img_00000036.jpg,912,2,train
659,659,img/Side-Slit_Striped_Blouse/img_00000037.jpg,871,2,train
660,660,img/Side-Slit_Striped_Blouse/img_00000039.jpg,913,2,train
661,661,img/Side-Slit_Striped_Blouse/img_00000040.jpg,890,2,train
662,662,img/Side-Slit_Striped_Blouse/img_00000041.jpg,114,2,validate
663,663,img/Side-Slit_Striped_Blouse/img_00000042.jpg,233,2,train
664,664,img/Side-Slit_Striped_Blouse/img_00000043.jpg,853,2,validate
665,665,img/Side-Slit_Striped_Blouse/img_00000044.jpg,862,2,train
666,666,img/Side-Slit_Striped_Blouse/img_00000045.jpg,853,2,train
667,667,img/Side-Slit_Striped_Blouse/img_00000046.jpg,912,2,train
668,668,img/Side-Slit_Striped_Blouse/img_00000047.jpg,862,2,test
669,669,img/Side-Slit_Striped_Blouse/img_00000048.jpg,973,2,train
670,670,img/Side-Slit_Striped_Blouse/img_00000049.jpg,600,2,train
671,671,img/Side-Slit_Striped_Blouse/img_00000050.jpg,648,2,train
672,672,img/Side-Slit_Striped_Blouse/img_00000051.jpg,855,2,train
673,673,img/Side-Slit_Striped_Blouse/img_00000052.jpg,912,2,train
674,674,img/Side-Slit_Striped_Blouse/img_00000053.jpg,920,2,train
675,675,img/Side-Slit_Striped_Blouse/img_00000054.jpg,826,2,validate
676,676,img/Side-Slit_Striped_Blouse/img_00000055.jpg,848,2,train
677,677,img/Side-Slit_Striped_Blouse/img_00000056.jpg,888,2,train
678,678,img/Side-Slit_Striped_Blouse/img_00000057.jpg,696,2,train
679,679,img/Side-Slit_Striped_Blouse/img_00000058.jpg,869,2,train
680,680,img/Side-Slit_Striped_Blouse/img_00000059.jpg,920,2,train
681,681,img/Side-Slit_Striped_Blouse/img_00000060.jpg,870,2,train
682,682,img/Side-Slit_Striped_Blouse/img_00000061.jpg,863,2,train
683,683,img/Side-Slit_Striped_Blouse/img_00000062.jpg,913,2,train
684,684,img/Side-Slit_Striped_Blouse/img_00000063.jpg,915,2,train
685,685,img/Side-Slit_Striped_Blouse/img_00000064.jpg,253,2,train
686,686,img/Side-Slit_Striped_Blouse/img_00000065.jpg,905,2,train
687,687,img/Side-Slit_Striped_Blouse/img_00000066.jpg,854,2,train
688,688,img/Side-Slit_Striped_Blouse/img_00000067.jpg,167,2,train
689,689,img/Side-Slit_Striped_Blouse/img_00000068.jpg,868,2,train
690,690,img/Side-Slit_Striped_Blouse/img_00000070.jpg,914,2,train
691,691,img/Side-Slit_Striped_Blouse/img_00000071.jpg,849,2,train
692,692,img/Side-Slit_Striped_Blouse/img_00000072.jpg,597,2,train
693,693,img/Side-Slit_Striped_Blouse/img_00000073.jpg,909,2,train
694,694,img/Side-Slit_Striped_Blouse/img_00000074.jpg,854,2,test
695,695,img/Side-Slit_Striped_Blouse/img_00000075.jpg,854,2,train
696,696,img/Side-Slit_Striped_Blouse/img_00000076.jpg,916,2,train
697,697,img/Side-Slit_Striped_Blouse/img_00000077.jpg,912,2,train
698,698,img/Side-Slit_Striped_Blouse/img_00000078.jpg,848,2,validate
699,699,img/Side-Slit_Striped_Blouse/img_00000079.jpg,910,2,train
700,700,img/Side-Slit_Striped_Blouse/img_00000080.jpg,826,2,train
701,701,img/Side-Slit_Striped_Blouse/img_00000081.jpg,598,2,train
702,702,img/Side-Slit_Striped_Blouse/img_00000082.jpg,622,2,train
703,703,img/Side-Slit_Striped_Blouse/img_00000083.jpg,594,2,train
704,704,img/Side-Slit_Striped_Blouse/img_00000084.jpg,910,2,test
705,705,img/Side-Slit_Striped_Blouse/img_00000085.jpg,642,2,train
706,706,img/Side-Slit_Striped_Blouse/img_00000086.jpg,869,2,train
707,707,img/Side-Slit_Striped_Blouse/img_00000087.jpg,1007,2,train
